codigo_mun,mun,censo,part,partido,votos_partido,votos_pc
29061,Istán,1061,66.45,Cs,15,2.19
29061,Istán,1061,66.45,xA,186,27.19
29061,Istán,1061,66.45,PP,256,37.43
29061,Istán,1061,66.45,PSOE,131,19.15
29061,Istán,1061,66.45,VOX,61,8.92
29061,Istán,1061,66.45,Otros,9,1.3199999999999998
29062,Iznate,652,82.21,AA,5,0.94
29062,Iznate,652,82.21,Cs,2,0.38
29062,Iznate,652,82.21,xA,7,1.32
29062,Iznate,652,82.21,PP,235,44.34
29062,Iznate,652,82.21,PSOE,243,45.85
29062,Iznate,652,82.21,VOX,31,5.85
29062,Iznate,652,82.21,Otros,2,0.38
29063,Jimera de Líbar,329,75.68,AA,6,2.42
29063,Jimera de Líbar,329,75.68,Cs,9,3.63
29063,Jimera de Líbar,329,75.68,xA,18,7.26
29063,Jimera de Líbar,329,75.68,PP,140,56.45
29063,Jimera de Líbar,329,75.68,PSOE,44,17.74
29063,Jimera de Líbar,329,75.68,VOX,24,9.68
29063,Jimera de Líbar,329,75.68,Otros,5,2.01
29064,Jubrique,444,61.71,AA,8,2.99
29064,Jubrique,444,61.71,Cs,5,1.87
29064,Jubrique,444,61.71,xA,5,1.87
29064,Jubrique,444,61.71,PP,124,46.27
29064,Jubrique,444,61.71,PSOE,85,31.72
29064,Jubrique,444,61.71,VOX,34,12.69
29064,Jubrique,444,61.71,Otros,7,2.59
29065,Júzcar,206,69.9,AA,2,1.39
29065,Júzcar,206,69.9,Cs,0,0
29065,Júzcar,206,69.9,xA,5,3.47
29065,Júzcar,206,69.9,PP,81,56.25
29065,Júzcar,206,69.9,PSOE,33,22.92
29065,Júzcar,206,69.9,VOX,19,13.19
29065,Júzcar,206,69.9,Otros,4,2.78
29066,Macharaviaya,373,61.13,AA,4,1.75
29066,Macharaviaya,373,61.13,Cs,2,0.88
29066,Macharaviaya,373,61.13,xA,30,13.16
29066,Macharaviaya,373,61.13,PP,93,40.79
29066,Macharaviaya,373,61.13,PSOE,63,27.63
29066,Macharaviaya,373,61.13,VOX,29,12.72
29066,Macharaviaya,373,61.13,Otros,5,2.2
29067,Málaga,434117,57.49,AA,11305,4.61
29067,Málaga,434117,57.49,Cs,9166,3.74
29067,Málaga,434117,57.49,xA,21055,8.59
29067,Málaga,434117,57.49,PP,114020,46.54
29067,Málaga,434117,57.49,PSOE,49483,20.2
29067,Málaga,434117,57.49,VOX,30858,12.6
29067,Málaga,434117,57.49,Otros,6751,2.75
29068,Manilva,8296,49.8,AA,156,3.82
29068,Manilva,8296,49.8,Cs,102,2.49
29068,Manilva,8296,49.8,xA,257,6.29
29068,Manilva,8296,49.8,PP,2012,49.21
29068,Manilva,8296,49.8,PSOE,692,16.92
29068,Manilva,8296,49.8,VOX,775,18.95
29068,Manilva,8296,49.8,Otros,68,1.65
29069,Marbella,89327,49.21,AA,1388,3.19
29069,Marbella,89327,49.21,Cs,1467,3.37
29069,Marbella,89327,49.21,xA,2534,5.82
29069,Marbella,89327,49.21,PP,20676,47.5
29069,Marbella,89327,49.21,PSOE,9167,21.06
29069,Marbella,89327,49.21,VOX,6753,15.51
29069,Marbella,89327,49.21,Otros,1145,2.62
29070,Mijas,46888,50.46,AA,964,4.11
29070,Mijas,46888,50.46,Cs,1237,5.28
29070,Mijas,46888,50.46,xA,1573,6.71
29070,Mijas,46888,50.46,PP,10339,44.11
29070,Mijas,46888,50.46,PSOE,4433,18.91
29070,Mijas,46888,50.46,VOX,3855,16.45
29070,Mijas,46888,50.46,Otros,830,3.53
29071,Moclinejo,953,52.89,AA,13,2.61
29071,Moclinejo,953,52.89,Cs,9,1.8
29071,Moclinejo,953,52.89,xA,15,3.01
29071,Moclinejo,953,52.89,PP,279,55.91
29071,Moclinejo,953,52.89,PSOE,119,23.85
29071,Moclinejo,953,52.89,VOX,52,10.42
29071,Moclinejo,953,52.89,Otros,5,1
29072,Mollina,3428,60.94,AA,55,2.68
29072,Mollina,3428,60.94,Cs,32,1.56
29072,Mollina,3428,60.94,xA,145,7.07
29072,Mollina,3428,60.94,PP,846,41.25
29072,Mollina,3428,60.94,PSOE,672,32.76
29072,Mollina,3428,60.94,VOX,249,12.14
29072,Mollina,3428,60.94,Otros,29,1.4200000000000002
29073,Monda,1753,53.68,AA,21,2.27
29073,Monda,1753,53.68,Cs,26,2.81
29073,Monda,1753,53.68,xA,164,17.73
29073,Monda,1753,53.68,PP,332,35.89
29073,Monda,1753,53.68,PSOE,253,27.35
29073,Monda,1753,53.68,VOX,106,11.46
29073,Monda,1753,53.68,Otros,16,1.75
29074,Montejaque,761,65.83,AA,6,1.2
29074,Montejaque,761,65.83,Cs,24,4.8
29074,Montejaque,761,65.83,xA,15,3
29074,Montejaque,761,65.83,PP,243,48.6
29074,Montejaque,761,65.83,PSOE,161,32.2
29074,Montejaque,761,65.83,VOX,42,8.4
29074,Montejaque,761,65.83,Otros,8,1.6
29075,Nerja,12897,52.73,AA,175,2.59
29075,Nerja,12897,52.73,Cs,173,2.56
29075,Nerja,12897,52.73,xA,557,8.24
29075,Nerja,12897,52.73,PP,3247,48.03
29075,Nerja,12897,52.73,PSOE,1328,19.64
29075,Nerja,12897,52.73,VOX,892,13.19
29075,Nerja,12897,52.73,Otros,333,4.92
29076,Ojén,2496,50.36,AA,35,2.85
29076,Ojén,2496,50.36,Cs,36,2.93
29076,Ojén,2496,50.36,xA,74,6.02
29076,Ojén,2496,50.36,PP,518,42.15
29076,Ojén,2496,50.36,PSOE,287,23.35
29076,Ojén,2496,50.36,VOX,234,19.04
29076,Ojén,2496,50.36,Otros,20,1.61
29077,Parauta,215,57.67,AA,6,4.84
29077,Parauta,215,57.67,Cs,2,1.61
29077,Parauta,215,57.67,xA,0,0
29077,Parauta,215,57.67,PP,26,20.97
29077,Parauta,215,57.67,PSOE,67,54.03
29077,Parauta,215,57.67,VOX,19,15.32
29077,Parauta,215,57.67,Otros,2,1.62
29079,Periana,2391,58.39,AA,29,2.13
29079,Periana,2391,58.39,Cs,23,1.69
29079,Periana,2391,58.39,xA,162,11.92
29079,Periana,2391,58.39,PP,518,38.12
29079,Periana,2391,58.39,PSOE,433,31.86
29079,Periana,2391,58.39,VOX,162,11.92
29079,Periana,2391,58.39,Otros,26,1.91
29080,Pizarra,7226,55.84,AA,74,1.85
29080,Pizarra,7226,55.84,Cs,104,2.61
29080,Pizarra,7226,55.84,xA,374,9.37
29080,Pizarra,7226,55.84,PP,2025,50.73
29080,Pizarra,7226,55.84,PSOE,656,16.43
29080,Pizarra,7226,55.84,VOX,562,14.08
29080,Pizarra,7226,55.84,Otros,164,4.12
29081,Pujerra,241,56.43,AA,1,0.75
29081,Pujerra,241,56.43,Cs,3,2.26
29081,Pujerra,241,56.43,xA,0,0
29081,Pujerra,241,56.43,PP,74,55.64
29081,Pujerra,241,56.43,PSOE,30,22.56
29081,Pujerra,241,56.43,VOX,22,16.54
29081,Pujerra,241,56.43,Otros,0,0
29082,Rincón de la Victoria,37119,61.73,AA,854,3.86
29082,Rincón de la Victoria,37119,61.73,Cs,933,4.21
29082,Rincón de la Victoria,37119,61.73,xA,2107,9.52
29082,Rincón de la Victoria,37119,61.73,PP,10793,48.74
29082,Rincón de la Victoria,37119,61.73,PSOE,3890,17.57
29082,Rincón de la Victoria,37119,61.73,VOX,2911,13.15
29082,Rincón de la Victoria,37119,61.73,Otros,452,2.03
29083,Riogordo,2025,63.56,AA,16,1.27
29083,Riogordo,2025,63.56,Cs,14,1.11
29083,Riogordo,2025,63.56,xA,59,4.69
29083,Riogordo,2025,63.56,PP,606,48.17
29083,Riogordo,2025,63.56,PSOE,428,34.02
29083,Riogordo,2025,63.56,VOX,110,8.74
29083,Riogordo,2025,63.56,Otros,12,0.96
29084,Ronda,26956,56.87,AA,442,2.92
29084,Ronda,26956,56.87,Cs,544,3.59
29084,Ronda,26956,56.87,xA,885,5.84
29084,Ronda,26956,56.87,PP,7796,51.48
29084,Ronda,26956,56.87,PSOE,3204,21.16
29084,Ronda,26956,56.87,VOX,1902,12.56
29084,Ronda,26956,56.87,Otros,233,1.55
29085,Salares,131,70.99,AA,3,3.23
29085,Salares,131,70.99,Cs,2,2.15
29085,Salares,131,70.99,xA,4,4.3
29085,Salares,131,70.99,PP,36,38.71
29085,Salares,131,70.99,PSOE,35,37.63
29085,Salares,131,70.99,VOX,10,10.75
29085,Salares,131,70.99,Otros,2,2.16
29086,Sayalonga,773,44.76,AA,9,2.6
29086,Sayalonga,773,44.76,Cs,3,0.87
29086,Sayalonga,773,44.76,xA,21,6.07
29086,Sayalonga,773,44.76,PP,141,40.75
29086,Sayalonga,773,44.76,PSOE,110,31.79
29086,Sayalonga,773,44.76,VOX,55,15.9
29086,Sayalonga,773,44.76,Otros,5,1.45
29087,Sedella,360,64.44,AA,2,0.87
29087,Sedella,360,64.44,Cs,1,0.44
29087,Sedella,360,64.44,xA,76,33.19
29087,Sedella,360,64.44,PP,82,35.81
29087,Sedella,360,64.44,PSOE,39,17.03
29087,Sedella,360,64.44,VOX,25,10.92
29087,Sedella,360,64.44,Otros,2,0.88
29088,Sierra de Yeguas,2727,58.78,AA,43,2.79
29088,Sierra de Yeguas,2727,58.78,Cs,27,1.75
29088,Sierra de Yeguas,2727,58.78,xA,74,4.8
29088,Sierra de Yeguas,2727,58.78,PP,678,44
29088,Sierra de Yeguas,2727,58.78,PSOE,480,31.15
29088,Sierra de Yeguas,2727,58.78,VOX,207,13.43
29088,Sierra de Yeguas,2727,58.78,Otros,20,1.27
29089,Teba,3136,63.01,AA,69,3.59
29089,Teba,3136,63.01,Cs,18,0.94
29089,Teba,3136,63.01,xA,654,34.04
29089,Teba,3136,63.01,PP,450,23.43
29089,Teba,3136,63.01,PSOE,513,26.7
29089,Teba,3136,63.01,VOX,146,7.6
29089,Teba,3136,63.01,Otros,55,2.85
29090,Tolox,1661,62.13,AA,21,2.05
29090,Tolox,1661,62.13,Cs,30,2.93
29090,Tolox,1661,62.13,xA,33,3.22
29090,Tolox,1661,62.13,PP,637,62.21
29090,Tolox,1661,62.13,PSOE,138,13.48
29090,Tolox,1661,62.13,VOX,149,14.55
29090,Tolox,1661,62.13,Otros,8,0.79
29091,Torrox,10258,56.77,AA,217,3.78
29091,Torrox,10258,56.77,Cs,171,2.98
29091,Torrox,10258,56.77,xA,557,9.71
29091,Torrox,10258,56.77,PP,2620,45.68
29091,Torrox,10258,56.77,PSOE,1164,20.3
29091,Torrox,10258,56.77,VOX,857,14.94
29091,Torrox,10258,56.77,Otros,104,1.81
29092,Totalán,584,54.79,AA,9,2.86
29092,Totalán,584,54.79,Cs,15,4.76
29092,Totalán,584,54.79,xA,40,12.7
29092,Totalán,584,54.79,PP,123,39.05
29092,Totalán,584,54.79,PSOE,75,23.81
29092,Totalán,584,54.79,VOX,37,11.75
29092,Totalán,584,54.79,Otros,12,3.8
29093,Valle de Abdalajís,2095,60.05,AA,20,1.62
29093,Valle de Abdalajís,2095,60.05,Cs,18,1.46
29093,Valle de Abdalajís,2095,60.05,xA,126,10.2
29093,Valle de Abdalajís,2095,60.05,PP,555,44.94
29093,Valle de Abdalajís,2095,60.05,PSOE,399,32.31
29093,Valle de Abdalajís,2095,60.05,VOX,101,8.18
29093,Valle de Abdalajís,2095,60.05,Otros,5,0.4
29094,Vélez-Málaga,61718,55.49,AA,967,2.88
29094,Vélez-Málaga,61718,55.49,Cs,988,2.94
29094,Vélez-Málaga,61718,55.49,xA,2245,6.69
29094,Vélez-Málaga,61718,55.49,PP,15919,47.44
29094,Vélez-Málaga,61718,55.49,PSOE,6376,19
29094,Vélez-Málaga,61718,55.49,VOX,5475,16.31
29094,Vélez-Málaga,61718,55.49,Otros,1276,3.78
29095,Villanueva de Algaidas,3268,61.75,AA,47,2.42
29095,Villanueva de Algaidas,3268,61.75,Cs,43,2.21
29095,Villanueva de Algaidas,3268,61.75,xA,186,9.56
29095,Villanueva de Algaidas,3268,61.75,PP,760,39.07
29095,Villanueva de Algaidas,3268,61.75,PSOE,689,35.42
29095,Villanueva de Algaidas,3268,61.75,VOX,143,7.35
29095,Villanueva de Algaidas,3268,61.75,Otros,45,2.31
29096,Villanueva del Rosario,2736,57.68,AA,63,4.07
29096,Villanueva del Rosario,2736,57.68,Cs,29,1.87
29096,Villanueva del Rosario,2736,57.68,xA,130,8.4
29096,Villanueva del Rosario,2736,57.68,PP,673,43.5
29096,Villanueva del Rosario,2736,57.68,PSOE,501,32.39
29096,Villanueva del Rosario,2736,57.68,VOX,101,6.53
29096,Villanueva del Rosario,2736,57.68,Otros,18,1.14
29097,Villanueva del Trabuco,4163,59.24,AA,79,3.28
29097,Villanueva del Trabuco,4163,59.24,Cs,85,3.53
29097,Villanueva del Trabuco,4163,59.24,xA,116,4.82
29097,Villanueva del Trabuco,4163,59.24,PP,1075,44.62
29097,Villanueva del Trabuco,4163,59.24,PSOE,745,30.93
29097,Villanueva del Trabuco,4163,59.24,VOX,207,8.59
29097,Villanueva del Trabuco,4163,59.24,Otros,80,3.31
29098,Villanueva de Tapia,1182,62.1,AA,9,1.26
29098,Villanueva de Tapia,1182,62.1,Cs,22,3.07
29098,Villanueva de Tapia,1182,62.1,xA,0,0
29098,Villanueva de Tapia,1182,62.1,PP,251,35.06
29098,Villanueva de Tapia,1182,62.1,PSOE,307,42.88
29098,Villanueva de Tapia,1182,62.1,VOX,62,8.66
29098,Villanueva de Tapia,1182,62.1,Otros,57,7.970000000000001
29099,Viñuela,1012,61.76,AA,12,1.95
29099,Viñuela,1012,61.76,Cs,10,1.63
29099,Viñuela,1012,61.76,xA,31,5.04
29099,Viñuela,1012,61.76,PP,228,37.07
29099,Viñuela,1012,61.76,PSOE,226,36.75
29099,Viñuela,1012,61.76,VOX,89,14.47
29099,Viñuela,1012,61.76,Otros,13,2.11
29100,Yunquera,2380,58.7,AA,17,1.23
29100,Yunquera,2380,58.7,Cs,20,1.45
29100,Yunquera,2380,58.7,xA,47,3.4
29100,Yunquera,2380,58.7,PP,469,33.94
29100,Yunquera,2380,58.7,PSOE,321,23.23
29100,Yunquera,2380,58.7,VOX,73,5.28
29100,Yunquera,2380,58.7,Otros,416,30.08
29901,Torremolinos,45483,56.69,AA,884,3.45
29901,Torremolinos,45483,56.69,Cs,858,3.35
29901,Torremolinos,45483,56.69,xA,1899,7.41
29901,Torremolinos,45483,56.69,PP,13044,50.93
29901,Torremolinos,45483,56.69,PSOE,4386,17.13
29901,Torremolinos,45483,56.69,VOX,3715,14.51
29901,Torremolinos,45483,56.69,Otros,626,2.44
29902,Villanueva de la Concepción,2592,54.48,AA,42,3.01
29902,Villanueva de la Concepción,2592,54.48,Cs,42,3.01
29902,Villanueva de la Concepción,2592,54.48,xA,64,4.58
29902,Villanueva de la Concepción,2592,54.48,PP,686,49.11
29902,Villanueva de la Concepción,2592,54.48,PSOE,419,29.99
29902,Villanueva de la Concepción,2592,54.48,VOX,103,7.37
29902,Villanueva de la Concepción,2592,54.48,Otros,25,1.78
29903,Montecorto,485,60.41,AA,6,2.06
29903,Montecorto,485,60.41,Cs,7,2.41
29903,Montecorto,485,60.41,xA,21,7.22
29903,Montecorto,485,60.41,PP,148,50.86
29903,Montecorto,485,60.41,PSOE,83,28.52
29903,Montecorto,485,60.41,VOX,22,7.56
29903,Montecorto,485,60.41,Otros,2,0.68
29904,Serrato,404,65.35,AA,11,4.25
29904,Serrato,404,65.35,Cs,5,1.93
29904,Serrato,404,65.35,xA,18,6.95
29904,Serrato,404,65.35,PP,34,13.13
29904,Serrato,404,65.35,PSOE,181,69.88
29904,Serrato,404,65.35,VOX,6,2.32
29904,Serrato,404,65.35,Otros,3,1.16
41001,Aguadulce,1563,63.15,AA,49,5.09
41001,Aguadulce,1563,63.15,Cs,11,1.14
41001,Aguadulce,1563,63.15,xA,138,14.33
41001,Aguadulce,1563,63.15,PP,365,37.9
41001,Aguadulce,1563,63.15,PSOE,311,32.29
41001,Aguadulce,1563,63.15,VOX,65,6.75
41001,Aguadulce,1563,63.15,Otros,17,1.77
41002,Alanís,1413,59.73,AA,23,2.77
41002,Alanís,1413,59.73,Cs,20,2.41
41002,Alanís,1413,59.73,xA,21,2.53
41002,Alanís,1413,59.73,PP,427,51.51
41002,Alanís,1413,59.73,PSOE,249,30.04
41002,Alanís,1413,59.73,VOX,71,8.56
41002,Alanís,1413,59.73,Otros,10,1.2
41003,Albaida del Aljarafe,2462,63.73,AA,50,3.24
41003,Albaida del Aljarafe,2462,63.73,Cs,25,1.62
41003,Albaida del Aljarafe,2462,63.73,xA,80,5.19
41003,Albaida del Aljarafe,2462,63.73,PP,669,43.41
41003,Albaida del Aljarafe,2462,63.73,PSOE,540,35.04
41003,Albaida del Aljarafe,2462,63.73,VOX,141,9.15
41003,Albaida del Aljarafe,2462,63.73,Otros,26,1.67
41004,Alcalá de Guadaíra,58880,57.28,AA,2704,8.12
41004,Alcalá de Guadaíra,58880,57.28,Cs,1356,4.07
41004,Alcalá de Guadaíra,58880,57.28,xA,2406,7.23
41004,Alcalá de Guadaíra,58880,57.28,PP,13413,40.29
41004,Alcalá de Guadaíra,58880,57.28,PSOE,7815,23.47
41004,Alcalá de Guadaíra,58880,57.28,VOX,3935,11.82
41004,Alcalá de Guadaíra,58880,57.28,Otros,1198,3.59
41005,Alcalá del Río,9517,60.87,AA,231,4.05
41005,Alcalá del Río,9517,60.87,Cs,191,3.35
41005,Alcalá del Río,9517,60.87,xA,716,12.55
41005,Alcalá del Río,9517,60.87,PP,2285,40.05
41005,Alcalá del Río,9517,60.87,PSOE,1458,25.56
41005,Alcalá del Río,9517,60.87,VOX,602,10.55
41005,Alcalá del Río,9517,60.87,Otros,158,2.79
41006,Alcolea del Río,2701,51.46,AA,47,3.44
41006,Alcolea del Río,2701,51.46,Cs,38,2.78
41006,Alcolea del Río,2701,51.46,xA,88,6.44
41006,Alcolea del Río,2701,51.46,PP,441,32.28
41006,Alcolea del Río,2701,51.46,PSOE,578,42.31
41006,Alcolea del Río,2701,51.46,VOX,140,10.25
41006,Alcolea del Río,2701,51.46,Otros,17,1.26
41007,La Algaba,12692,58,AA,506,7.06
41007,La Algaba,12692,58,Cs,181,2.52
41007,La Algaba,12692,58,xA,516,7.2
41007,La Algaba,12692,58,PP,2577,35.94
41007,La Algaba,12692,58,PSOE,2417,33.71
41007,La Algaba,12692,58,VOX,743,10.36
41007,La Algaba,12692,58,Otros,153,2.14
41008,Algámitas,1016,67.03,AA,24,3.64
41008,Algámitas,1016,67.03,Cs,4,0.61
41008,Algámitas,1016,67.03,xA,38,5.77
41008,Algámitas,1016,67.03,PP,194,29.44
41008,Algámitas,1016,67.03,PSOE,347,52.66
41008,Algámitas,1016,67.03,VOX,39,5.92
41008,Algámitas,1016,67.03,Otros,5,0.76
41009,Almadén de la Plata,1142,59.81,AA,19,2.81
41009,Almadén de la Plata,1142,59.81,Cs,48,7.11
41009,Almadén de la Plata,1142,59.81,xA,25,3.7
41009,Almadén de la Plata,1142,59.81,PP,294,43.56
41009,Almadén de la Plata,1142,59.81,PSOE,217,32.15
41009,Almadén de la Plata,1142,59.81,VOX,62,9.19
41009,Almadén de la Plata,1142,59.81,Otros,4,0.6
41010,Almensilla,4926,57.98,AA,211,7.53
41010,Almensilla,4926,57.98,Cs,103,3.67
41010,Almensilla,4926,57.98,xA,328,11.7
41010,Almensilla,4926,57.98,PP,967,34.5
41010,Almensilla,4926,57.98,PSOE,706,25.19
41010,Almensilla,4926,57.98,VOX,361,12.88
41010,Almensilla,4926,57.98,Otros,103,3.67
41011,Arahal,15462,57.36,AA,437,5.05
41011,Arahal,15462,57.36,Cs,265,3.07
41011,Arahal,15462,57.36,xA,943,10.91
41011,Arahal,15462,57.36,PP,3014,34.86
41011,Arahal,15462,57.36,PSOE,3108,35.95
41011,Arahal,15462,57.36,VOX,609,7.04
41011,Arahal,15462,57.36,Otros,134,1.56
41012,Aznalcázar,3509,48.56,AA,81,4.84
41012,Aznalcázar,3509,48.56,Cs,43,2.57
41012,Aznalcázar,3509,48.56,xA,74,4.42
41012,Aznalcázar,3509,48.56,PP,609,36.4
41012,Aznalcázar,3509,48.56,PSOE,606,36.22
41012,Aznalcázar,3509,48.56,VOX,213,12.73
41012,Aznalcázar,3509,48.56,Otros,26,1.56
41013,Aznalcóllar,4805,49.78,AA,97,4.11
41013,Aznalcóllar,4805,49.78,Cs,35,1.48
41013,Aznalcóllar,4805,49.78,xA,273,11.57
41013,Aznalcóllar,4805,49.78,PP,538,22.81
41013,Aznalcóllar,4805,49.78,PSOE,1214,51.46
41013,Aznalcóllar,4805,49.78,VOX,103,4.37
41013,Aznalcóllar,4805,49.78,Otros,68,2.87
41014,Badolatosa,2501,60.7,AA,34,2.31
41014,Badolatosa,2501,60.7,Cs,14,0.95
41014,Badolatosa,2501,60.7,xA,530,36.01
41014,Badolatosa,2501,60.7,PP,317,21.54
41014,Badolatosa,2501,60.7,PSOE,457,31.05
41014,Badolatosa,2501,60.7,VOX,86,5.84
41014,Badolatosa,2501,60.7,Otros,18,1.24
41015,Benacazón,5515,56.05,AA,150,5.02
41015,Benacazón,5515,56.05,Cs,136,4.55
41015,Benacazón,5515,56.05,xA,151,5.06
41015,Benacazón,5515,56.05,PP,1257,42.1
41015,Benacazón,5515,56.05,PSOE,845,28.3
41015,Benacazón,5515,56.05,VOX,381,12.76
41015,Benacazón,5515,56.05,Otros,37,1.23
41016,Bollullos de la Mitación,8156,60.07,AA,296,6.14
41016,Bollullos de la Mitación,8156,60.07,Cs,164,3.4
41016,Bollullos de la Mitación,8156,60.07,xA,442,9.17
41016,Bollullos de la Mitación,8156,60.07,PP,2045,42.41
41016,Bollullos de la Mitación,8156,60.07,PSOE,1034,21.44
41016,Bollullos de la Mitación,8156,60.07,VOX,679,14.08
41016,Bollullos de la Mitación,8156,60.07,Otros,114,2.37
41017,Bormujos,16584,64.09,AA,622,5.91
41017,Bormujos,16584,64.09,Cs,525,4.99
41017,Bormujos,16584,64.09,xA,838,7.97
41017,Bormujos,16584,64.09,PP,4754,45.19
41017,Bormujos,16584,64.09,PSOE,2111,20.07
41017,Bormujos,16584,64.09,VOX,1337,12.71
41017,Bormujos,16584,64.09,Otros,229,2.19
41018,Brenes,9531,54.07,AA,309,6.06
41018,Brenes,9531,54.07,Cs,98,1.92
41018,Brenes,9531,54.07,xA,542,10.62
41018,Brenes,9531,54.07,PP,1585,31.06
41018,Brenes,9531,54.07,PSOE,1979,38.78
41018,Brenes,9531,54.07,VOX,433,8.49
41018,Brenes,9531,54.07,Otros,88,1.74
41019,Burguillos,5105,56.1,AA,104,3.7
41019,Burguillos,5105,56.1,Cs,78,2.77
41019,Burguillos,5105,56.1,xA,205,7.29
41019,Burguillos,5105,56.1,PP,1203,42.8
41019,Burguillos,5105,56.1,PSOE,722,25.68
41019,Burguillos,5105,56.1,VOX,409,14.55
41019,Burguillos,5105,56.1,Otros,65,2.3200000000000003
41020,Las Cabezas de San Juan,13184,49.48,AA,182,2.82
41020,Las Cabezas de San Juan,13184,49.48,Cs,149,2.31
41020,Las Cabezas de San Juan,13184,49.48,xA,521,8.07
41020,Las Cabezas de San Juan,13184,49.48,PP,2742,42.45
41020,Las Cabezas de San Juan,13184,49.48,PSOE,2039,31.57
41020,Las Cabezas de San Juan,13184,49.48,VOX,656,10.16
41020,Las Cabezas de San Juan,13184,49.48,Otros,65,1.01
41021,Camas,21510,56.32,AA,971,8.13
41021,Camas,21510,56.32,Cs,410,3.43
41021,Camas,21510,56.32,xA,1003,8.4
41021,Camas,21510,56.32,PP,4333,36.29
41021,Camas,21510,56.32,PSOE,3410,28.56
41021,Camas,21510,56.32,VOX,1366,11.44
41021,Camas,21510,56.32,Otros,305,2.5700000000000003
41022,La Campana,4221,51.24,AA,65,3.03
41022,La Campana,4221,51.24,Cs,58,2.7
41022,La Campana,4221,51.24,xA,350,16.29
41022,La Campana,4221,51.24,PP,706,32.87
41022,La Campana,4221,51.24,PSOE,754,35.1
41022,La Campana,4221,51.24,VOX,145,6.75
41022,La Campana,4221,51.24,Otros,54,2.51
41023,Cantillana,8060,57.01,AA,161,3.55
41023,Cantillana,8060,57.01,Cs,107,2.36
41023,Cantillana,8060,57.01,xA,279,6.15
41023,Cantillana,8060,57.01,PP,1891,41.66
41023,Cantillana,8060,57.01,PSOE,1510,33.27
41023,Cantillana,8060,57.01,VOX,415,9.14
41023,Cantillana,8060,57.01,Otros,145,3.1999999999999997
41024,Carmona,23609,53.8,AA,658,5.23
41024,Carmona,23609,53.8,Cs,489,3.89
41024,Carmona,23609,53.8,xA,755,6
41024,Carmona,23609,53.8,PP,5638,44.84
41024,Carmona,23609,53.8,PSOE,3324,26.44
41024,Carmona,23609,53.8,VOX,1383,11
41024,Carmona,23609,53.8,Otros,208,1.66
41025,Carrión de los Céspedes,2066,58.57,AA,51,4.36
41025,Carrión de los Céspedes,2066,58.57,Cs,19,1.62
41025,Carrión de los Céspedes,2066,58.57,xA,79,6.75
41025,Carrión de los Céspedes,2066,58.57,PP,528,45.09
41025,Carrión de los Céspedes,2066,58.57,PSOE,316,26.99
41025,Carrión de los Céspedes,2066,58.57,VOX,145,12.38
41025,Carrión de los Céspedes,2066,58.57,Otros,23,1.99
41026,Casariche,4248,65.28,AA,74,2.73
41026,Casariche,4248,65.28,Cs,52,1.92
41026,Casariche,4248,65.28,xA,984,36.26
41026,Casariche,4248,65.28,PP,617,22.73
41026,Casariche,4248,65.28,PSOE,790,29.11
41026,Casariche,4248,65.28,VOX,132,4.86
41026,Casariche,4248,65.28,Otros,42,1.55
41027,Castilblanco de los Arroyos,4142,51.33,AA,77,3.72
41027,Castilblanco de los Arroyos,4142,51.33,Cs,54,2.61
41027,Castilblanco de los Arroyos,4142,51.33,xA,185,8.93
41027,Castilblanco de los Arroyos,4142,51.33,PP,833,40.2
41027,Castilblanco de los Arroyos,4142,51.33,PSOE,542,26.16
41027,Castilblanco de los Arroyos,4142,51.33,VOX,294,14.19
41027,Castilblanco de los Arroyos,4142,51.33,Otros,53,2.5500000000000003
41028,Castilleja de Guzmán,2285,70.46,AA,131,8.28
41028,Castilleja de Guzmán,2285,70.46,Cs,79,4.99
41028,Castilleja de Guzmán,2285,70.46,xA,153,9.67
41028,Castilleja de Guzmán,2285,70.46,PP,580,36.66
41028,Castilleja de Guzmán,2285,70.46,PSOE,413,26.11
41028,Castilleja de Guzmán,2285,70.46,VOX,170,10.75
41028,Castilleja de Guzmán,2285,70.46,Otros,41,2.59
41029,Castilleja de la Cuesta,13430,62.99,AA,563,6.72
41029,Castilleja de la Cuesta,13430,62.99,Cs,320,3.82
41029,Castilleja de la Cuesta,13430,62.99,xA,575,6.86
41029,Castilleja de la Cuesta,13430,62.99,PP,3292,39.29
41029,Castilleja de la Cuesta,13430,62.99,PSOE,2457,29.32
41029,Castilleja de la Cuesta,13430,62.99,VOX,874,10.43
41029,Castilleja de la Cuesta,13430,62.99,Otros,221,2.64
41030,Castilleja del Campo,500,67.8,AA,13,4
41030,Castilleja del Campo,500,67.8,Cs,3,0.92
41030,Castilleja del Campo,500,67.8,xA,23,7.08
41030,Castilleja del Campo,500,67.8,PP,117,36
41030,Castilleja del Campo,500,67.8,PSOE,125,38.46
41030,Castilleja del Campo,500,67.8,VOX,33,10.15
41030,Castilleja del Campo,500,67.8,Otros,11,3.4
41031,El Castillo de las Guardas,1286,55.6,AA,28,3.98
41031,El Castillo de las Guardas,1286,55.6,Cs,14,1.99
41031,El Castillo de las Guardas,1286,55.6,xA,32,4.55
41031,El Castillo de las Guardas,1286,55.6,PP,206,29.3
41031,El Castillo de las Guardas,1286,55.6,PSOE,340,48.36
41031,El Castillo de las Guardas,1286,55.6,VOX,65,9.25
